question_id,question_article_live,question_article__has_video_solution,question_title,question_hide,total_acs,total_submitted,is_new_question,difficulty,is_favor,frequency,progress
80,Remove Duplicates from Sorted Array II,False,335463,716124,False,2,False,0.6525588830207515,15.579277025027412
81,Search in Rotated Sorted Array II,False,312564,923085,False,2,False,0.9987649145446016,23.84464558131433
82,Remove Duplicates from Sorted List II,False,339424,849066,False,2,False,1.1429901348951534,27.287897554892044
83,Remove Duplicates from Sorted List,False,612254,1302206,False,1,False,1.0848008603556223,25.898679123384
84,Largest Rectangle in Histogram,False,372907,982220,False,3,False,2.5672507340722324,61.29088335089665
85,Maximal Rectangle,False,234783,584510,False,3,False,2.6875554813712137,64.16305478915926
86,Partition List,False,284563,627371,False,2,False,1.3111137152242693,31.301702133357118
87,Scramble String,False,126718,362968,False,3,False,0.8221873707409633,19.629009961458227
88,Merge Sorted Array,False,908753,2206884,False,1,False,3.0236366071752503,72.18670000803473
89,Gray Code,False,183797,359110,False,2,False,0.6067625663611247,14.485929707979986
90,Subsets II,False,353437,710836,False,2,False,0.6938423491663211,16.56488395241747
91,Decode Ways,False,582526,2122440,False,2,False,3.4526700227538094,82.42950047893036
92,Reverse Linked List II,False,361404,877190,False,2,False,2.3817036980010813,56.861108887105786
93,Restore IP Addresses,False,240670,625075,False,2,False,2.04155168098643,48.74027467339917
94,Binary Tree Inorder Traversal,False,1022836,1523831,False,1,False,0.857618617081576,20.47490021970921
95,Unique Binary Search Trees II,False,234931,535822,False,2,False,1.2827000518528757,30.62335057846036
96,Unique Binary Search Trees,False,371139,672709,False,2,False,1.521820760844529,36.33214999064071
97,Interleaving String,False,212569,631822,False,2,False,0.6509755313473096,15.541475877896591
98,Validate Binary Search Tree,False,1017837,3486699,False,2,False,2.5257645825663317,60.30043748642417
99,Recover Binary Search Tree,False,217858,501483,False,2,False,1.5548440500711924,37.1205523624822
100,Same Tree,False,744306,1366158,False,1,False,1.0149057106301225,24.22999308046532
101,Symmetric Tree,False,919612,1874374,False,1,False,1.9593236929151654,46.77715281772421
102,Binary Tree Level Order Traversal,False,883205,1525645,False,2,False,2.1099623656098694,50.37352040026249
103,Binary Tree Zigzag Level Order Traversal,False,530007,1038938,False,2,False,2.489083266837964,59.42470290638235
104,Maximum Depth of Binary Tree,False,1178306,1708634,False,1,False,1.1524488216040856,27.513715491580392
105,Construct Binary Tree from Preorder and Inorder Traversal,False,531412,986761,False,2,False,1.4618813200975556,34.90114785976846
106,Construct Binary Tree from Inorder and Postorder Traversal,False,306203,599915,False,2,False,0.726894112985222,17.353966130437655
107,Binary Tree Level Order Traversal II,False,429115,765064,False,2,False,0.5658598043795593,13.509411762120834
108,Convert Sorted Array to Binary Search Tree,False,550169,889776,False,1,False,1.4029350821322324,33.49385758338162
109,Convert Sorted List to Binary Search Tree,False,315551,602050,False,2,False,0.8917749743922962,21.29035360875243
110,Balanced Binary Tree,False,586772,1299583,False,1,False,0.9250214790722773,22.084085055829863
111,Minimum Depth of Binary Tree,False,575983,1427257,False,1,False,0.8139966636410377,19.433463937550158
112,Path Sum,False,638113,1481089,False,1,False,0.9997334076508789,23.86776751374391
113,Path Sum II,False,427248,849822,False,2,False,0.7685292438221377,18.34796874715009
114,Flatten Binary Tree to Linked List,False,467972,868874,False,2,False,1.4977122808595336,35.75658095294725
115,Distinct Subsequences,False,168684,417986,False,3,False,1.7330399320696697,41.37482440230529
116,Populating Next Right Pointers in Each Node,False,507717,1002196,False,2,False,1.51404100673161,36.146415112662034
117,Populating Next Right Pointers in Each Node II,False,342653,796011,False,2,False,1.0962591835612885,26.172236646096774
118,Pascal's Triangle,False,506748,895418,False,1,False,1.9738970503062852,47.12507907830928
119,Pascal's Triangle II,False,381223,717694,False,1,False,0.2805659735698955,6.698269136737692
120,Triangle,False,322549,681224,False,2,False,0.9604914073506876,22.930898811776597
121,Best Time to Buy and Sell Stock,False,1374725,2636848,False,1,False,4.009166512686166,95.71537123434518
122,Best Time to Buy and Sell Stock II,False,858081,1446804,False,1,False,2.4177094347803805,57.72071460602308
123,Best Time to Buy and Sell Stock III,False,298947,735330,False,3,False,1.7003999639122385,40.595573488336015
124,Binary Tree Maximum Path Sum,False,527041,1463040,False,3,False,2.940139411262293,70.19327691659
125,Valid Palindrome,False,892385,2285438,False,1,False,2.742324734522384,65.47062317800119
126,Word Ladder II,False,232840,960859,False,3,False,2.3796495120022327,56.8120669790578
127,Word Ladder,False,594630,1818237,False,3,False,3.49900154134711,83.53562527768248
128,Longest Consecutive Sequence,False,450557,953008,False,2,False,1.628328042814321,38.87491891795808
129,Sum Root to Leaf Numbers,False,339468,651970,False,2,False,1.0467675564736343,24.99066699946399
130,Surrounded Regions,False,308398,1014637,False,2,False,1.3271104250156216,31.683609697276555
131,Palindrome Partitioning,False,324969,605180,False,2,False,1.2156017946017912,29.021437916154362
132,Palindrome Partitioning II,False,159018,503852,False,3,False,0.7252924398509719,17.315727574329866
133,Clone Graph,False,487087,1189110,False,2,False,1.9408939545651929,46.33715880841139
134,Gas Station,False,294152,698721,False,2,False,2.599198821792517,62.05361621986039
135,Candy,False,161540,476737,False,3,False,1.7820934075005792,42.54593355837238
136,Single Number,False,1197937,1785578,False,1,False,1.30186361895748,31.08086411245487
137,Single Number II,False,293518,537757,False,2,False,1.4601571250497347,34.85998419930178
138,Copy List with Random Pointer,False,585217,1375486,False,2,False,2.842161398635947,67.85413689293188
139,Word Break,False,787347,1857016,False,2,False,3.454161534753124,82.46510903354219
140,Word Break II,False,336556,918858,False,3,False,2.985218959964044,71.2695120206725
141,Linked List Cycle,False,953537,2193081,False,1,False,1.5769027225252712,37.64718402424981
142,Linked List Cycle II,False,467306,1150705,False,2,False,0.8167568449855358,19.499360871794913
143,Reorder List,False,334946,797425,False,2,False,1.8602908732402736,44.41283019117027
144,Binary Tree Preorder Traversal,False,660861,1128140,False,1,False,0.15123351581452874,3.61056894580421
145,Binary Tree Postorder Traversal,False,505750,856867,False,1,False,0.06813936902704305,1.6267683024538928
146,LRU Cache,False,787810,2127184,False,2,False,4.125520139259221,98.49321309415873
147,Insertion Sort List,False,234987,520280,False,2,False,0.7006281905560392,16.726890026672308
148,Sort List,False,365471,769960,False,2,False,1.348229499976773,32.18780928430698
149,Max Points on a Line,False,187380,1027215,False,3,False,2.4388530559110837,58.225500211549765
150,Evaluate Reverse Polish Notation,False,308319,778112,False,2,False,1.125643161818373,26.873753626825618
151,Reverse Words in a String,False,543580,2188099,False,2,False,2.3817058109444993,56.861159331796216
152,Maximum Product Subarray,False,496720,1501406,False,2,False,2.6153062311770108,62.438166640498174
153,Find Minimum in Rotated Sorted Array,False,615880,1319218,False,2,False,1.303255679123423,31.114098340851765
154,Find Minimum in Rotated Sorted Array II,False,252979,598786,False,3,False,1.1478727828611057,27.404466537793837
155,Min Stack,False,744058,1571424,False,1,False,2.7290486574877337,65.15366836011414
156,Binary Tree Upside Down,False,69645,122009,False,2,False,0.22345649138873985,5.33482981071476
157,Read N Characters Given Read4,False,142992,373385,False,1,False,0.8820839764726192,21.058989443513088
158,Read N Characters Given Read4 II - Call multiple times,False,139469,365167,False,3,False,2.5732164214654825,61.43330896023619
159,Longest Substring with At Most Two Distinct Characters,False,149741,293340,False,2,False,0.6392859173632185,15.262396488568905
160,Intersection of Two Linked Lists,False,694281,1523203,False,1,False,1.790031457738794,42.73544761896912
161,One Edit Distance,False,143259,429739,False,2,False,0.8821070284640817,21.059539789804155
162,Find Peak Element,False,511136,1154625,False,2,False,2.3534679051258562,56.18700383594454
163,Missing Ranges,False,125685,445869,False,1,False,0.8959510476370323,21.390053733368582
164,Maximum Gap,False,118811,299590,False,3,False,0.38245169546946645,9.130702328085178
165,Compare Version Numbers,False,247188,795432,False,2,False,1.4530699831783822,34.690784837524085
166,Fraction to Recurring Decimal,False,155008,685366,False,2,False,1.6166358008925705,38.595776788899364
167,Two Sum II - Input array is sorted,False,591303,1053226,False,1,False,1.412069658800882,33.7119376741291
168,Excel Sheet Column Title,False,260634,808314,False,1,False,1.8453107102762418,44.055191800568075
169,Majority Element,False,871899,1438043,False,1,False,2.202043863772168,52.57188625823578
170,Two Sum III - Data structure design,False,102951,291821,False,1,False,0.14953173397096375,3.569940381138395
171,Excel Sheet Column Number,False,385907,670033,False,1,False,0.9937686443770046,23.725363966952496
172,Factorial Trailing Zeroes,False,267179,681686,False,1,False,1.2020385677461052,28.69762764548596
173,Binary Search Tree Iterator,False,418445,680393,False,2,False,2.309965200291668,55.14841451077515
174,Dungeon Game,False,129379,383622,False,3,False,0.7359584952151581,17.570370389877365
175,Combine Two Tables,False,383288,583191,False,1,False,2.905543030813491,69.36731835698828
176,Second Highest Salary,False,344504,1015007,False,1,False,3.4747361046609235,82.95630903495909
177,Nth Highest Salary,False,171208,503623,False,2,False,3.1450574255257195,75.08551667409694
178,Rank Scores,False,161854,309028,False,2,False,0.8196931178249621,19.569461837664427
179,Largest Number,False,255331,817855,False,2,False,1.6160982605566367,38.58294347987004
180,Consecutive Numbers,False,134580,311341,False,2,False,0.7123853941258883,17.007583058704018
181,Employees Earning More Than Their Managers,False,251977,405648,False,1,False,1.4706571141383178,35.11066232663576
182,Duplicate Emails,False,251598,382314,False,1,False,0.4225769645639802,10.08865830599395
183,Customers Who Never Order,False,241360,412654,False,1,False,0.4114352750946682,9.822660138953871
184,Department Highest Salary,False,158291,377612,False,2,False,1.269575682453863,30.31001764871844
185,Department Top Three Salaries,False,118493,287597,False,3,False,1.5094566458960101,36.0369674761363
186,Reverse Words in a String II,False,106043,226734,False,2,False,0.6261106187937547,14.94784766908008
187,Repeated DNA Sequences,False,213136,506899,False,2,False,1.0107179094136018,24.13001296070064
188,Best Time to Buy and Sell Stock IV,False,188229,613831,False,3,False,1.719667544841631,41.05557026213151
189,Rotate Array,False,708963,1923365,False,2,False,1.4876451210771382,35.516236249678286
190,Reverse Bits,False,351674,807873,False,1,False,1.1467356937046451,27.377319520978048
191,Number of 1 Bits,False,509508,923932,False,1,False,1.2083112059245342,28.84738143844199
192,Word Frequency,False,32285,126592,False,2,False,1.8098908378605478,43.20957308490395
193,Valid Phone Numbers,False,46786,184272,False,1,False,2.2570785053658278,53.88579056583135
194,Transpose File,False,16220,66105,False,2,False,0.4931402753644507,11.773296114730487
195,Tenth Line,False,64078,195676,False,1,False,0.9777578088623703,23.343119163648357
196,Delete Duplicate Emails,False,159032,337463,False,1,False,0.9805211720456122,23.40909206153184
197,Rising Temperature,False,161099,396669,False,1,False,0.6998387022773322,16.708041679156064
198,House Robber,False,740757,1698411,False,2,False,2.1791136798139843,52.024448015627364
199,Binary Tree Right Side View,False,467941,820013,False,2,False,2.7590676638001916,65.87034608457162
200,Number of Islands,False,1090856,2166525,False,2,False,4.093963245487883,97.7398196412381
201,Bitwise AND of Numbers Range,False,174189,437547,False,2,False,1.0900443047970567,26.023861809029626
202,Happy Number,False,643754,1246019,False,1,False,2.1766306766137995,51.965168469035895
203,Remove Linked List Elements,False,485508,1212959,False,1,False,1.8985340789230793,45.32585353842671
204,Count Primes,False,501875,1529879,False,1,False,1.4515943342531348,34.65555500003924
205,Isomorphic Strings,False,371954,910126,False,1,False,1.2558238830370465,29.98170537180107
206,Reverse Linked List,False,1456142,2188942,False,1,False,3.327813222638518,79.44865273006486
207,Course Schedule,False,611749,1376199,False,2,False,2.7839985934807854,66.46555039500484
208,Implement Trie (Prefix Tree),False,428893,801665,False,2,False,1.8694086523516407,44.63050925481498
209,Minimum Size Subarray Sum,False,370699,918291,False,2,False,1.6989926987096073,40.56197625288351
210,Course Schedule II,False,417963,958264,False,2,False,3.023271173002357,72.17797558428992
211,Design Add and Search Words Data Structure,False,295218,715177,False,2,False,2.3185622216560975,55.35366093513846
212,Word Search II,False,313453,829509,False,3,False,3.0966878963505997,73.93073614134099
213,House Robber II,False,250665,660832,False,2,False,0.5765454511758124,13.764522306106993
214,Shortest Palindrome,False,117956,380953,False,3,False,0.8180822993424013,19.531004944302282
215,Kth Largest Element in an Array,False,932532,1561058,False,2,False,3.510636341574776,83.8133960361443
216,Combination Sum III,False,234187,381893,False,2,False,0.37351350830156205,8.91731086623621
217,Contains Duplicate,False,842519,1464901,False,1,False,1.176620609356441,28.09079594727949
218,The Skyline Problem,False,175020,472048,False,3,False,2.392079482236917,57.10882173136853
219,Contains Duplicate II,False,345230,878822,False,1,False,1.265962040850538,30.223745091448578
220,Contains Duplicate III,False,174210,812997,False,2,False,0.6885129451890467,16.437649057451523
221,Maximal Square,False,369361,918471,False,2,False,2.9767194367967664,71.06659328115478
222,Count Complete Tree Nodes,False,304113,601152,False,2,False,1.4717550255985297,35.136874009953004
223,Rectangle Area,False,121358,313936,False,2,False,0.7320762159635972,17.477684341886416
224,Basic Calculator,False,217327,563620,False,3,False,3.7329080689472143,89.119940634138
225,Implement Stack using Queues,False,226972,466697,False,1,False,0.6219839958103391,14.849328126538763
226,Invert Binary Tree,False,721429,1060200,False,1,False,2.3323482762746917,55.68279102527073
227,Basic Calculator II,False,280242,716008,False,2,False,3.0366645802976406,72.49773156032742
228,Summary Ranges,False,219499,507902,False,1,False,1.0253091226705673,24.47836551458701
229,Majority Element II,False,211354,534751,False,2,False,1.1898116216948431,28.405719919364913
230,Kth Smallest Element in a BST,False,557357,875064,False,2,False,1.235949465228174,29.50722089413637
231,Power of Two,False,426186,972725,False,1,False,0.7338998485870533,17.521221988176944
232,Implement Queue using Stacks,False,287806,538400,False,1,False,1.1314958805380069,27.013482207119633
233,Number of Digit One,False,53988,168675,False,3,False,0.6228306821424855,14.869542027942959
234,Palindrome Linked List,False,682349,1587203,False,1,False,2.663324261441724,63.58455544180782
235,Lowest Common Ancestor of a Binary Search Tree,False,520754,985726,False,1,False,1.0653376487351855,25.434011836613074
236,Lowest Common Ancestor of a Binary Tree,False,678742,1347072,False,2,False,2.917067326430708,69.6424509137743
237,Delete Node in a Linked List,False,628961,918846,False,1,False,1.0449363160539635,24.946947723641074
238,Product of Array Except Self,False,802265,1301091,False,2,False,3.738129487013171,89.24459745918415
239,Sliding Window Maximum,False,413063,915913,False,3,False,2.9037114365360335,69.32359063311779
240,Search a 2D Matrix II,False,464371,1012054,False,2,False,1.519911578130607,36.286569910182834
241,Different Ways to Add Parentheses,False,125536,215997,False,2,False,1.8073370787636147,43.14860430268136
242,Valid Anagram,False,850859,1434432,False,1,False,2.527461873980669,60.34095884598908
243,Shortest Word Distance,False,135230,215830,False,1,False,1.6413192351282133,39.1850723603672
244,Shortest Word Distance II,False,90672,163154,False,2,False,2.873259652698155,68.59658072081616
245,Shortest Word Distance III,False,56887,100909,False,2,False,0.07197349962508924,1.7183048431267995
246,Strobogrammatic Number,False,109791,234776,False,1,False,0.981472712270785,23.43180925863718
247,Strobogrammatic Number II,False,97010,197103,False,2,False,0.8760213762184762,20.914250123723164
248,Strobogrammatic Number III,False,31308,77236,False,3,False,0.4602156228795727,10.987248609499666
249,Group Shifted Strings,False,107223,181289,False,2,False,1.8590925892966421,44.38422220191716
250,Count Univalue Subtrees,False,91077,169557,False,2,False,0.1705963382670655,4.072839528311778
251,Flatten 2D Vector,False,89941,192634,False,2,False,1.3225046232445605,31.573650177023673
252,Meeting Rooms,False,195769,351160,False,1,False,1.4505283006448075,34.63010437277134
253,Meeting Rooms II,False,443947,932773,False,2,False,3.75136019678314,89.5604691729978
254,Factor Combinations,False,86447,180627,False,2,False,0.7223768188748837,17.24611965377534
255,Verify Preorder Sequence in Binary Search Tree,False,56895,121983,False,2,False,0.7581196353124835,18.09944837770348
256,Paint House,False,120442,218164,False,2,False,0.741039636919396,17.691678238522844
257,Binary Tree Paths,False,408475,743320,False,1,False,1.148411972189149,27.41733921507874
258,Add Digits,False,360989,610981,False,1,False,0.6586043805656063,15.723608032475244
259,3Sum Smaller,False,89211,180188,False,2,False,0.6919098118724756,16.51874630163162
260,Single Number III,False,195600,298388,False,2,False,0.766970081871633,18.31074510866194
261,Graph Valid Tree,False,169623,387884,False,2,False,1.2978503191287651,30.985050061887335
262,Trips and Users,False,85172,234838,False,3,False,0.9840556867327348,23.493475532345705
263,Ugly Number,False,245571,589564,False,1,False,0.45865683685800773,10.950033945988713
264,Ugly Number II,False,210969,487493,False,2,False,0.8885656089036221,21.21373279287883
265,Paint House II,False,72028,154539,False,3,False,0.302536844570577,7.222804615001764
266,Palindrome Permutation,False,130698,206590,False,1,False,1.461433295328107,34.89045165720509
267,Palindrome Permutation II,False,45986,120910,False,2,False,0.19627990904466153,4.686012491774974
268,Missing Number,False,699775,1247743,False,1,False,1.625587192413614,38.80948349322046
269,Alien Dictionary,False,211458,622722,False,3,False,3.180610071870154,75.93430525208517
270,Closest Binary Search Tree Value,False,196441,385084,False,1,False,1.4958142901643523,35.7112680722241
271,Encode and Decode Strings,False,71969,212908,False,2,False,1.2091933135034871,28.86844099137424
272,Closest Binary Search Tree Value II,False,72606,136021,False,3,False,0.7185832780777208,17.155552159373666
273,Integer to English Words,False,243871,852766,False,3,False,3.628032608078406,86.61613001947103
274,H-Index,False,205274,560992,False,2,False,1.499681785303236,35.80360116235491
275,H-Index II,False,143869,394355,False,2,False,0.31259842371631547,7.4630160854135665
276,Paint Fence,False,66718,168655,False,2,False,0.5508309583796899,13.150611106286386
277,Find the Celebrity,False,172670,387341,False,2,False,1.975298324739039,47.15853328932991
278,First Bad Version,False,586250,1528300,False,1,True,1.9173464018246964,45.77498142189349
279,Perfect Squares,False,409930,824515,False,2,False,1.3441958369781632,32.09150908072988
280,Wiggle Sort,False,101709,156349,False,2,False,0.7076538997976092,16.894622737726728
281,Zigzag Iterator,False,72072,120253,False,2,False,1.0018826622095585,23.91907910115495
282,Expression Add Operators,False,135495,364001,False,3,False,1.9633123283830056,46.872378028080206
283,Move Zeroes,False,1162838,1974278,False,1,False,2.868771151687884,68.48942165443059
284,Peeking Iterator,False,137824,268141,False,2,False,1.6751549840911157,39.99287150333829
285,Inorder Successor in BST,False,210095,474002,False,2,False,0.6167603870447238,14.724619000439418
286,Walls and Gates,False,164840,287817,False,2,False,1.6970187161749395,40.51484913294025
287,Find the Duplicate Number,False,547818,941959,False,2,False,2.5023807398226787,59.742168534009245
288,Unique Word Abbreviation,False,58745,249102,False,2,False,0.322773392263051,7.705934629371986
289,Game of Life,False,246030,412118,False,2,False,3.040128490396815,72.58042940787647
290,Word Pattern,False,261531,677208,False,1,False,0.3918426064268683,9.354902177523252
291,Word Pattern II,False,51377,114770,False,2,False,0.5587243898671869,13.339059932931017
292,Nim Game,False,248202,449965,False,1,False,0.044985095916809145,1.0739801258105202
293,Flip Game,False,54311,88089,False,1,False,0,0.0
294,Flip Game II,False,58442,114721,False,2,False,0,0.0
295,Find Median from Data Stream,False,314380,651927,False,3,False,3.7120538919456334,88.62206525600719
296,Best Meeting Point,False,44217,75712,False,3,False,0.6941691530556384,16.572686111666247
297,Serialize and Deserialize Binary Tree,False,461021,904709,False,3,False,3.0222565519527884,72.15375238724526
298,Binary Tree Longest Consecutive Sequence,False,98001,201609,False,2,False,0.8634925463071843,20.615135182426354
299,Bulls and Cows,False,218275,483400,False,2,False,1.2869281479301824,30.724292703057415
300,Longest Increasing Subsequence,False,567508,1253107,False,2,False,2.0263384367258723,48.37707166911626
301,Remove Invalid Parentheses,False,275121,607994,False,3,False,2.6974917637163958,64.4002749071935
302,Smallest Rectangle Enclosing Black Pixels,False,30982,58489,False,3,False,0.20271151249700387,4.839561442691604
303,Range Sum Query - Immutable,False,264374,534945,False,1,False,0.24617501056982521,5.877214740457985
304,Range Sum Query 2D - Immutable,False,174266,397579,False,2,False,1.7478148461106526,41.7275626529899
305,Number of Islands II,False,91980,233237,False,3,False,1.040903971047463,24.850678985981794
306,Additive Number,False,61395,205468,False,2,False,1.7037579231215259,40.67574185033587
307,Range Sum Query - Mutable,False,151813,403079,False,2,False,0.12562896338865487,2.999282476914258
308,Range Sum Query 2D - Mutable,False,58119,149323,False,3,False,0.27193371548364176,6.492181466220144
309,Best Time to Buy and Sell Stock with Cooldown,False,198761,407114,False,2,False,1.5724363340568348,37.5405528756107
310,Minimum Height Trees,False,138910,395031,False,2,False,0.4994248488146178,11.923334851941533
311,Sparse Matrix Multiplication,False,129209,200378,False,2,False,1.3681468982374476,32.66331988295894
312,Burst Balloons,False,138480,255538,False,3,False,1.711324659602989,40.85639111722562
313,Super Ugly Number,False,89241,191029,False,2,False,0.864340073492454,20.635369158469153
314,Binary Tree Vertical Order Traversal,False,168806,353438,False,2,False,2.0632352562105756,49.25795121432098
315,Count of Smaller Numbers After Self,False,176352,416812,False,3,False,2.654253243348979,63.36799275690231
316,Remove Duplicate Letters,False,125005,314436,False,2,False,1.7072327886925418,40.7587012502677
317,Shortest Distance from All Buildings,False,94993,218918,False,3,False,1.7714747980565493,42.292423472993846
318,Maximum Product of Word Lengths,False,128749,232674,False,2,False,0.02959768828599605,0.7066191222061379
319,Bulb Switcher,False,95140,208006,False,2,False,1.0973792428891946,26.198977090534743
